WARNING: This is a development server. Do not use it in a production deployment. Use a production WSGI server instead.
 * Running on http://127.0.0.1:5000
Press CTRL+C to quit
 * Restarting with stat
 * Debugger is active!
 * Debugger PIN: 288-462-665
127.0.0.1 - - [24/Jun/2026 16:00:29] "GET /api/health HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:08:25] "GET /api/overview HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:08:25] "GET /api/missions HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:08:25] "GET /api/prediction?mission_id=9 HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:08:25] "GET /api/charts?mission_id=9 HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:08:27] "GET /api/missions HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:08:27] "GET /api/overview HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:08:27] "GET /api/prediction?mission_id=all HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:08:27] "GET /api/charts?mission_id=all HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:08:31] "GET /api/overview HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:08:31] "GET /api/missions HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:08:31] "GET /api/prediction?mission_id=all HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:08:31] "GET /api/charts?mission_id=all HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:08:33] "GET /api/overview HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:08:33] "GET /api/missions HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:08:33] "GET /api/prediction?mission_id=9 HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:08:33] "GET /api/charts?mission_id=9 HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:08:35] "GET /api/missions HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:08:35] "GET /api/overview HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:08:35] "GET /api/prediction?mission_id=all HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:08:35] "GET /api/charts?mission_id=all HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:08:39] "GET /api/overview HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:08:39] "GET /api/missions HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:08:39] "GET /api/prediction?mission_id=all HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:08:39] "GET /api/charts?mission_id=all HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:08:41] "GET /api/overview HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:08:41] "GET /api/missions HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:08:41] "GET /api/prediction?mission_id=9 HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:08:41] "GET /api/charts?mission_id=9 HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:08:43] "GET /api/overview HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:08:43] "GET /api/missions HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:08:43] "GET /api/prediction?mission_id=all HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:08:43] "GET /api/charts?mission_id=all HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:08:47] "GET /api/overview HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:08:47] "GET /api/missions HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:08:47] "GET /api/prediction?mission_id=all HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:08:47] "GET /api/charts?mission_id=all HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:08:49] "GET /api/missions HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:08:49] "GET /api/overview HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:08:49] "GET /api/prediction?mission_id=9 HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:08:49] "GET /api/charts?mission_id=9 HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:08:51] "GET /api/overview HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:08:51] "GET /api/missions HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:08:51] "GET /api/overview HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:08:51] "GET /api/prediction?mission_id=all HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:08:51] "GET /api/prediction?mission_id=all HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:08:51] "GET /api/missions HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:08:51] "GET /api/charts?mission_id=all HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:08:51] "GET /api/charts?mission_id=all HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:08:55] "GET /api/prediction?mission_id=all HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:08:55] "GET /api/overview HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:08:55] "GET /api/missions HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:08:55] "GET /api/charts?mission_id=all HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:08:57] "GET /api/overview HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:08:57] "GET /api/missions HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:08:57] "GET /api/prediction?mission_id=9 HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:08:57] "GET /api/charts?mission_id=9 HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:08:59] "GET /api/overview HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:08:59] "GET /api/missions HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:08:59] "GET /api/prediction?mission_id=all HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:08:59] "GET /api/charts?mission_id=all HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:09:03] "GET /api/overview HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:09:03] "GET /api/missions HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:09:03] "GET /api/prediction?mission_id=all HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:09:03] "GET /api/charts?mission_id=all HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:09:05] "GET /api/overview HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:09:05] "GET /api/missions HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:09:05] "GET /api/prediction?mission_id=9 HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:09:05] "GET /api/charts?mission_id=9 HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:09:07] "GET /api/overview HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:09:07] "GET /api/missions HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:09:07] "GET /api/prediction?mission_id=all HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:09:07] "GET /api/charts?mission_id=all HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:09:11] "GET /api/missions HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:09:11] "GET /api/overview HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:09:11] "GET /api/prediction?mission_id=all HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:09:11] "GET /api/charts?mission_id=all HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:09:13] "GET /api/overview HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:09:13] "GET /api/missions HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:09:13] "GET /api/prediction?mission_id=9 HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:09:13] "GET /api/charts?mission_id=9 HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:09:15] "GET /api/overview HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:09:15] "GET /api/missions HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:09:15] "GET /api/prediction?mission_id=all HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:09:15] "GET /api/charts?mission_id=all HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:09:19] "GET /api/overview HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:09:19] "GET /api/missions HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:09:19] "GET /api/prediction?mission_id=all HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:09:19] "GET /api/charts?mission_id=all HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:09:21] "GET /api/overview HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:09:21] "GET /api/missions HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:09:21] "GET /api/prediction?mission_id=9 HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:09:21] "GET /api/charts?mission_id=9 HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:09:27] "GET /api/overview HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:09:27] "GET /api/missions HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:09:27] "GET /api/prediction?mission_id=all HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:09:27] "GET /api/charts?mission_id=all HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:09:29] "GET /api/overview HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:09:29] "GET /api/missions HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:09:29] "GET /api/prediction?mission_id=9 HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:09:29] "GET /api/charts?mission_id=9 HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:09:52] "GET /api/overview HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:09:52] "GET /api/missions HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:09:52] "GET /api/overview HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:09:52] "GET /api/prediction?mission_id=all HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:09:52] "GET /api/overview HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:09:52] "GET /api/missions HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:09:52] "GET /api/prediction?mission_id=all HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:09:52] "GET /api/missions HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:09:52] "GET /api/prediction?mission_id=9 HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:09:52] "GET /api/overview HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:09:52] "GET /api/prediction?mission_id=all HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:09:52] "GET /api/missions HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:09:52] "GET /api/charts?mission_id=9 HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:09:52] "GET /api/charts?mission_id=all HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:09:52] "GET /api/charts?mission_id=all HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:09:52] "GET /api/charts?mission_id=all HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:10:52] "GET /api/overview HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:10:52] "GET /api/missions HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:10:52] "GET /api/overview HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:10:52] "GET /api/overview HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:10:52] "GET /api/prediction?mission_id=all HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:10:52] "GET /api/prediction?mission_id=all HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:10:52] "GET /api/missions HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:10:52] "GET /api/prediction?mission_id=9 HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:10:52] "GET /api/overview HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:10:52] "GET /api/missions HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:10:52] "GET /api/missions HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:10:52] "GET /api/prediction?mission_id=all HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:10:52] "GET /api/charts?mission_id=9 HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:10:52] "GET /api/charts?mission_id=all HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:10:52] "GET /api/charts?mission_id=all HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:10:52] "GET /api/charts?mission_id=all HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:11:52] "GET /api/overview HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:11:52] "GET /api/missions HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:11:52] "GET /api/overview HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:11:52] "GET /api/prediction?mission_id=all HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:11:52] "GET /api/overview HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:11:52] "GET /api/prediction?mission_id=9 HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:11:52] "GET /api/missions HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:11:52] "GET /api/missions HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:11:52] "GET /api/prediction?mission_id=all HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:11:52] "GET /api/charts?mission_id=9 HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:11:52] "GET /api/charts?mission_id=all HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:11:52] "GET /api/charts?mission_id=all HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:12:52] "GET /api/missions HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:12:52] "GET /api/overview HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:12:52] "GET /api/prediction?mission_id=all HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:12:52] "GET /api/overview HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:12:52] "GET /api/prediction?mission_id=9 HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:12:52] "GET /api/missions HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:12:52] "GET /api/overview HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:12:52] "GET /api/prediction?mission_id=all HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:12:52] "GET /api/missions HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:12:52] "GET /api/charts?mission_id=9 HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:12:52] "GET /api/charts?mission_id=all HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:12:52] "GET /api/charts?mission_id=all HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:13:52] "GET /api/overview HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:13:52] "GET /api/overview HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:13:52] "GET /api/missions HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:13:52] "GET /api/missions HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:13:52] "GET /api/prediction?mission_id=9 HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:13:52] "GET /api/overview HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:13:52] "GET /api/prediction?mission_id=all HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:13:52] "GET /api/missions HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:13:52] "GET /api/charts?mission_id=9 HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:13:52] "GET /api/prediction?mission_id=all HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:13:52] "GET /api/charts?mission_id=all HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:13:52] "GET /api/charts?mission_id=all HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:14:52] "GET /api/overview HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:14:52] "GET /api/overview HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:14:52] "GET /api/missions HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:14:52] "GET /api/prediction?mission_id=9 HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:14:52] "GET /api/prediction?mission_id=all HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:14:52] "GET /api/missions HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:14:52] "GET /api/overview HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:14:52] "GET /api/missions HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:14:52] "GET /api/prediction?mission_id=all HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:14:52] "GET /api/charts?mission_id=9 HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:14:52] "GET /api/charts?mission_id=all HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:14:52] "GET /api/charts?mission_id=all HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:15:52] "GET /api/overview HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:15:52] "GET /api/missions HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:15:52] "GET /api/prediction?mission_id=all HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:15:52] "GET /api/overview HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:15:52] "GET /api/overview HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:15:52] "GET /api/prediction?mission_id=9 HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:15:52] "GET /api/missions HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:15:52] "GET /api/missions HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:15:52] "GET /api/prediction?mission_id=all HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:15:52] "GET /api/charts?mission_id=9 HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:15:52] "GET /api/charts?mission_id=all HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:15:52] "GET /api/charts?mission_id=all HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:16:52] "GET /api/overview HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:16:52] "GET /api/missions HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:16:52] "GET /api/prediction?mission_id=all HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:16:52] "GET /api/overview HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:16:52] "GET /api/missions HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:16:52] "GET /api/overview HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:16:52] "GET /api/prediction?mission_id=9 HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:16:52] "GET /api/prediction?mission_id=all HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:16:52] "GET /api/missions HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:16:52] "GET /api/charts?mission_id=9 HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:16:52] "GET /api/charts?mission_id=all HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:16:52] "GET /api/charts?mission_id=all HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:17:52] "GET /api/missions HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:17:52] "GET /api/overview HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:17:52] "GET /api/prediction?mission_id=all HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:17:52] "GET /api/missions HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:17:52] "GET /api/overview HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:17:52] "GET /api/overview HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:17:52] "GET /api/prediction?mission_id=all HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:17:52] "GET /api/prediction?mission_id=9 HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:17:52] "GET /api/missions HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:17:52] "GET /api/charts?mission_id=9 HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:17:52] "GET /api/charts?mission_id=all HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:17:52] "GET /api/charts?mission_id=all HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:18:17] "GET /api/overview HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:18:17] "GET /api/missions HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:18:17] "GET /api/prediction?mission_id=all HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:18:17] "GET /api/charts?mission_id=all HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:18:28] "GET /api/overview HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:18:28] "GET /api/missions HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:18:28] "GET /api/prediction?mission_id=all HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:18:28] "GET /api/charts?mission_id=all HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:18:39] "GET /api/overview HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:18:39] "GET /api/prediction?mission_id=all HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:18:39] "GET /api/missions HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:18:39] "GET /api/charts?mission_id=all HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:18:47] "GET /api/overview HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:18:47] "GET /api/prediction?mission_id=all HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:18:47] "GET /api/missions HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:18:47] "GET /api/charts?mission_id=all HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:18:52] "GET /api/overview HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:18:52] "GET /api/missions HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:18:52] "GET /api/overview HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:18:52] "GET /api/prediction?mission_id=all HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:18:52] "GET /api/missions HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:18:52] "GET /api/overview HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:18:52] "GET /api/missions HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:18:52] "GET /api/prediction?mission_id=9 HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:18:52] "GET /api/prediction?mission_id=all HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:18:52] "GET /api/charts?mission_id=9 HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:18:52] "GET /api/charts?mission_id=all HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:18:52] "GET /api/charts?mission_id=all HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:18:55] "GET /api/overview HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:18:55] "GET /api/missions HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:18:55] "GET /api/prediction?mission_id=all HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:18:55] "GET /api/charts?mission_id=all HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:19:03] "GET /api/overview HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:19:03] "GET /api/missions HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:19:03] "GET /api/prediction?mission_id=all HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:19:03] "GET /api/charts?mission_id=all HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:19:11] "GET /api/overview HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:19:11] "GET /api/missions HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:19:11] "GET /api/prediction?mission_id=all HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:19:11] "GET /api/charts?mission_id=all HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:19:15] "GET /api/overview HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:19:15] "GET /api/missions HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:19:15] "GET /api/prediction?mission_id=10 HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:19:15] "GET /api/charts?mission_id=10 HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:19:18] "GET /api/overview HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:19:18] "GET /api/missions HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:19:18] "GET /api/prediction?mission_id=9 HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:19:18] "GET /api/charts?mission_id=9 HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:19:22] "GET /api/prediction?mission_id=5 HTTP/1.1" 200 -
127.0.0.1 - - [24/Jun/2026 16:19:22] "GET /api/overview HTTP/1.1" 200 -
